Assembly Accession	Assembly Name	Organism Name	Annotation Count Gene Total
GCF_003397705.1	ASM339770v1	Gardnerella swidsinskii	1319
GCF_000620785.1	ASM62078v1	Pseudonocardia acaciae DSM 45401	9616
GCF_014646255.1	ASM1464625v1	Lentzea pudingi	8871
GCF_003075095.1	ASM307509v1	Blastococcus litoris	4542
GCF_039538385.1	ASM3953838v1	Winogradskyella damuponensis	3493
GCF_031846385.1	ASM3184638v1	Urechidicola vernalis	2800
GCF_011067745.1	ASM1106774v1	Lentzea alba	9542
GCF_002797875.1	ASM279787v1	Pseudoscardovia suis	1727
GCF_021916785.1	ASM2191678v1	Mycolicibacterium lacusdiani	5941
GCF_026240055.1	ASM2624005v1	Acetobacter thailandicus	2593
GCF_002742285.1	ASM274228v1	Amylibacter kogurei	2899
GCF_004799325.1	ASM479932v1	Thalassobius vesicularis	3786
GCF_024764835.1	ASM2476483v1	Scandinavium hiltneri	4687
GCF_034961445.1	ASM3496144v1	Streptomyces yaizuensis	7661
GCF_021353265.1	ASM2135326v1	Roseateles cellulosilyticus	5646
GCF_012932425.1	ASM1293242v1	Bifidobacterium oedipodis	2478
GCF_009857745.1	ASM985774v1	Thalassovita mangrovi	4026
GCF_031845645.1	ASM3184564v1	Streptomyces doebereineriae	10686
GCF_039542035.1	ASM3954203v1	Actinoallomurus liliacearum	8734
GCF_039538295.1	ASM3953829v1	Pedobacter jeongneungensis	4992
GCF_013249045.1	ASM1324904v1	Winogradskyella eckloniae	3248
GCF_004352915.1	ASM435291v1	Flavobacterium zhairuonense	4467
GCF_006476045.1	ASM647604v1	Sphingobacterium lumbrici	2778
GCF_003171675.1	ASM317167v1	Reichenbachiella versicolor	4204
GCF_003259155.1	ASM325915v1	Marinimicrobium alkaliphilum	3261
GCF_900110115.1	IMG-taxon 2616644821 annotated assembly	Palleronia pelagia	3904
GCF_001593955.1	ASM159395v1	Halalkalicoccus paucihalophilus	4138
GCF_015694425.1	ASM1569442v1	Microvirga terrestris	3972
GCF_022352055.1	ASM2235205v1	Cohnella mopanensis	5295
GCF_900109365.1	IMG-taxon 2671180226 annotated assembly	Parapedobacter koreensis	4790
GCF_900142765.1	IMG-taxon 2700988728 annotated assembly	Roseovarius litoreus	3783
GCF_042676065.1	ASM4267606v1	Methyloligella solikamskensis	3056
GCF_025822865.1	ASM2582286v1	Mycobacterium paraffinicum	5136
GCF_005048155.1	ASM504815v1	Streptomyces piniterrae	7560
GCF_012184415.1	ASM1218441v1	Ramlibacter lithotrophicus	5113
GCF_023703445.1	ASM2370344v1	Janthinobacterium kumbetense	5583
GCF_013371465.1	ASM1337146v1	Ensifer oleiphilus	6346
GCF_002954225.1	ASM295422v1	Arthrobacter ruber	3401
GCF_900106595.1	IMG-taxon 2684622904 annotated assembly	Marinococcus luteus	2982
GCF_015666175.1	ASM1566617v1	Halonatronomonas betaini	2844
GCF_031845605.1	ASM3184560v1	Streptomyces salyersiae	7273
GCF_017573505.1	ASM1757350v1	Actinomadura barringtoniae	10762
GCF_003097315.1	ASM309731v1	Pelagibaculum spongiae	4346
GCF_003633775.1	ASM363377v1	Kushneria sinocarnis	3289
GCF_024649945.1	ASM2464994v1	Flavobacterium panacis	5055
GCF_009939195.1	ASM993919v1	Acinetobacter kanungonis	3312
GCF_022419205.1	ASM2241920v1	Thermomonas alba	2368
GCF_000943555.1	ASM94355v1	Tamlana nanhaiensis	3432
GCF_001544615.1	ASM154461v2	Caballeronia concitans	5720
GCF_009604405.1	ASM960440v1	Nocardia macrotermitis	7531
GCF_002866925.1	ASM286692v1	Cohaesibacter celericrescens	4497
GCF_003634695.1	ASM363469v1	Motilibacter peucedani	3936
GCF_017939705.1	ASM1793970v1	Bacillus suaedae	4395
GCF_007859955.1	ASM785995v1	Botrimarina colliarenosi	4173
GCF_006704125.1	ASM670412v1	Rhodococcus spelaei	4487
GCF_008806775.1	ASM880677v1	Flavobacterium luteum	2872
GCF_009909145.1	ASM990914v1	Corallococcus silvisoli	7440
GCF_004362665.1	ASM436266v1	Flavobacterium dankookense	2840
GCF_018881715.1	ASM1888171v1	Polynucleobacter parvulilacunae	2084
GCF_003583935.1	ASM358393v1	Aureimonas flava	3924
GCF_900104665.1	PRJEB16357	Traorella massiliensis	2640
GCF_002807055.1	ASM280705v1	Confluentibacter citreus	3114
GCF_000712035.1	ASM71203v1	Salinicoccus luteus DSM 17002	2614
GCF_900155685.1	Paenibacillus bouchesdurhonensis	Paenibacillus bouchesdurhonensis	5206
GCF_003610735.1	ASM361073v1	Tenacibaculum lutimaris	2688
GCF_003315245.1	ASM331524v1	Arenicella xantha	3889
GCF_039541135.1	ASM3954113v1	Nocardioides caricicola	4516
GCF_029167165.1	ASM2916716v1	Sphingomonas pollutisoli	5317
GCF_009674825.1	ASM967482v1	Maribacter luteus	3922
GCF_035544775.1	ASM3554477v1	Nocardia implantans	6653
GCF_011761305.1	ASM1176130v1	Sphingomonas vulcanisoli	3254
GCF_039521545.1	ASM3952154v1	Clostridium nitritogenes	3046
GCF_013133795.1	ASM1313379v1	Pelistega suis	2131
GCF_019966595.1	ASM1996659v1	Oricola indica	4996
GCF_020532555.1	ASM2053255v1	Microvirga lenta	4335
GCF_900182575.1	IMG-taxon 2724679707 annotated assembly	Solitalea koreensis	2894
GCF_003545815.1	ASM354581v1	Pusillimonas caeni	4230
GCF_002797395.1	ASM279739v1	Bacillus solitudinis	4681
GCF_003259255.1	ASM325925v1	Algoriphagus litoralis	4218
GCF_040545545.1	ASM4054554v1	Rhizobium aquaticum	4722
GCF_021290965.1	ASM2129096v1	Rheinheimera faecalis	4141
GCF_016758195.1	ASM1675819v1	Leucobacter chromiireducens subsp. solipictus	3153
GCF_014647755.1	ASM1464775v1	Porphyromonas pasteri	1692
GCF_003843835.1	ASM384383v1	Tibeticola sediminis	2597
GCF_004354365.1	ASM435436v1	Pedobacter changchengzhani	3457
GCF_019966545.1	ASM1996654v1	Heliomarina baculiformis	5036
GCF_021556395.1	ASM2155639v1	Acuticoccus kalidii	5118
GCF_020880995.1	ASM2088099v1	Reyranella aquatilis	5772
GCF_900095705.1	PRJEB15286	Fusobacterium massiliense	1713
GCF_003966225.1	ASM396622v1	Shewanella canadensis	4939
GCF_039530285.1	ASM3953028v1	Actinomadura alba	8113
GCF_042684345.1	ASM4268434v1	Gelatiniphilus marinus	3234
GCF_900115785.1	IMG-taxon 2617270895 annotated assembly	Halogeometricum limi	3684
GCF_003045775.1	ASM304577v1	Halomonas litopenaei	4247
GCF_001687305.1	ASM168730v1	Actinomyces vulturis	1892
GCF_013249015.1	ASM1324901v1	Rathayibacter agropyri	2914
GCF_003289955.1	ASM328995v1	Planococcus halotolerans	3662
GCF_013618475.1	ASM1361847v1	Saccharibacillus deserti	4523
GCF_014650235.1	ASM1465023v1	Streptomyces violaceochromogenes	8076
GCF_019802255.1	ASM1980225v1	Pedobacter polysacchareus	4878
GCF_003054055.1	ASM305405v1	Pontibacter mucosus	4459
GCF_003583985.1	ASM358398v1	Algoriphagus lacus	4010
GCF_002252565.1	ASM225256v1	Petroclostridium xylanilyticum	3755
GCF_030709675.1	ASM3070967v1	Symbioplanes lichenis	8232
GCF_008704205.1	ASM870420v1	Nocardia colli	9216
GCF_018555455.1	ASM1855545v1	Bifidobacterium colobi	2143
GCF_008297975.1	ASM829797v1	Antrihabitans cavernicola	5467
GCF_014650815.1	ASM1465081v1	Streptomyces flavofungini	7873
GCF_028048155.1	ASM2804815v1	Pantoea leporis	4618
GCF_004404025.1	ASM440402v1	Cryobacterium serini	3350
GCF_024273205.1	ASM2427320v1	Devosia ureilytica	3686
GCF_014192475.1	ASM1419247v1	Simiduia aestuariiviva	3386
GCF_020329435.1	ASM2032943v1	Bradyrhizobium hereditatis	7425
GCF_029888045.1	ASM2988804v1	Luteimonas rhizosphaericola	3506
GCF_900199705.1	PRJEB21894	Collinsella provencensis	1517
GCF_019891545.1	ASM1989154v1	Flavobacterium coralii	3030
GCF_014640075.1	ASM1464007v1	Chelatococcus reniformis	6091
GCF_011752615.1	ASM1175261v1	Candidatus Pantoea multigeneris	4962
GCF_013839445.1	ASM1383944v1	Chthonobacter albigriseus	4308
GCF_022601905.1	ASM2260190v1	Shinella sedimenti	4770
GCF_004005815.1	ASM400581v1	Mucilaginibacter limnophilus	4187
GCF_014656375.1	ASM1465637v1	Aliiroseovarius zhejiangensis	3364
GCF_900110105.1	IMG-taxon 2651870109 annotated assembly	Mucilaginibacter gossypiicola	6796
GCF_008087345.1	ASM808734v1	Nocardioides caldifontis	4648
GCF_000416985.1	23.k55	Sphingobacterium paucimobilis HER1398	4395
GCF_028550395.1	ASM2855039v1	Asticcacaulis currens	3620
GCF_000708615.2	Chryseo hispalense genome	Chryseobacterium hispalense DSM 25574	3960
GCF_007830175.1	ASM783017v1	Sedimentibacter saalensis	3618
GCF_030160415.1	ASM3016041v1	Portibacter lacus	4906
GCF_001469955.1	ASM146995v1	Haloprofundus marisrubri	4045
GCF_015356755.1	ASM1535675v1	Nonlabens antarcticus	2989
GCF_012958305.1	ASM1295830v1	Tautonia rosea	5406
GCF_003254155.1	ASM325415v1	Psychrobacillus insolitus	3351
GCF_032461945.1	ASM3246194v1	Paenibacillus violae	7310
GCF_016458305.1	ASM1645830v1	Geomonas anaerohicana	4405
GCF_018474025.1	ASM1847402v1	Alteromonas oceanisediminis	3559
GCF_019132875.1	ASM1913287v1	Erwinia phyllosphaerae	4358
GCF_007858435.1	ASM785843v1	Tsukamurella asaccharolytica	4021
GCF_009789075.1	ASM978907v1	Pseudooceanicola pacificus	3581
GCF_003290125.1	ASM329012v1	Microvirga flavescens	3265
GCF_005771405.1	ASM577140v1	Parasedimentitalea maritima	4684
GCF_030410045.1	ASM3041004v1	Marivivens donghaensis	2845
GCF_008040105.1	ASM804010v1	Lacisediminihabitans profunda	3915
GCF_014654785.1	ASM1465478v1	Streptomyces mashuensis	6598
GCF_900182915.1	IMG-taxon 2724679732 annotated assembly	Neorhodopirellula lusitana	5523
GCF_025961475.1	ASM2596147v1	Rhodobium gokarnense	4632
GCF_009617595.1	ASM961759v1	Tritonibacter aquimaris	3561
GCF_001611555.1	ASM161155v1	Anaerosporomusa subterranea	3824
GCF_007860095.1	ASM786009v1	Novipirellula galeiformis	5356
GCF_014199395.1	ASM1419939v1	Yoonia ponticola	3673
GCF_019740335.1	ASM1974033v1	Aquisediminimonas sediminicola	2887
GCF_024813435.1	ASM2481343v1	Aquiflexum gelatinilyticum	4278
GCF_014202705.1	ASM1420270v1	Parapusillimonas granuli	4381
GCF_003990645.1	ASM399064v1	Shimia sediminis	4308
GCF_004004515.1	ASM400451v1	Croceicoccus ponticola	3141
GCF_042428605.1	ASM4242860v1	Nonomuraea salmonea	10043
GCF_037996805.1	ASM3799680v1	Erythrobacter alti	2788
GCF_014640055.1	ASM1464005v1	Novosphingobium marinum	3581
GCF_900141785.1	IMG-taxon 2622736502 annotated assembly	Aquimarina spongiae	4724
GCF_021245805.1	ASM2124580v1	Mangrovimonas futianensis	3330
GCF_039543145.1	ASM3954314v1	Lysobacter hankyongensis	3895
GCF_017355785.1	ASM1735578v1	Desertivirga arenae	5105
GCF_001570545.1	ASM157054v1	Herbidospora mongoliensis	8280
GCF_022267515.1	ASM2226751v1	Rubinisphaera margarita	4565
GCF_033441595.1	ASM3344159v1	Flagellimonas crocea	3842
GCF_015278155.1	ASM1527815v1	Pseudoalteromonas simplex	4123
GCF_018122595.1	ASM1812259v1	Neokomagataea anthophila	2534
GCF_900205755.1	IMG-taxon 2710724120 annotated assembly	Polynucleobacter meluiroseus	1984
GCF_004364175.1	ASM436417v1	Maribacter caenipelagi	3794
GCF_014196635.1	ASM1419663v1	Sphingobium fontiphilum	3349
GCF_900108335.1	IMG-taxon 2675903140 annotated assembly	Nonomuraea solani	12255
GCF_003576695.1	ASM357669v1	Taklimakanibacter lacteus	5606
GCF_016901255.1	ASM1690125v1	Micromonospora humida	6411
GCF_042684385.1	ASM4268438v1	Pedobacter vanadiisoli	4503
GCF_006861655.1	ASM686165v1	Halonotius roseus	2735
GCF_026800125.1	ASM2680012v1	Pectobacterium jejuense	4506
GCF_022511585.1	ASM2251158v1	Shimazuella soli	3571
GCF_022549215.1	ASM2254921v1	Solibacillus palustris	3998
GCF_000633635.1	NGEN (DNA Star)	Enterococcus crotali	3775
GCF_900188225.1	IMG-taxon 2622736540 annotated assembly	Humidesulfovibrio mexicanus	3325
GCF_039543645.1	ASM3954364v1	Paenalcaligenes hermetiae	2234
GCF_003610495.1	ASM361049v1	Sinobaca qinghaiensis	3462
GCF_003950325.1	ASM395032v1	Vagococcus humatus	2057
GCF_900116425.1	IMG-taxon 2667527393 annotated assembly	Lishizhenia tianjinensis	3135
GCF_039537385.1	ASM3953738v1	Pedobacter ginsengiterrae	4179
GCF_014648315.1	ASM1464831v1	Shewanella ulleungensis	4041
GCF_001436115.1	ASM143611v1	Lacticaseibacillus brantae DSM 23927	1938
GCF_027891095.1	ASM2789109v1	Aliiroseovarius salicola	3508
GCF_029309905.1	ASM2930990v1	Brytella acorum	3083
GCF_018139645.1	ASM1813964v1	Undibacterium baiyunense	3675
GCF_004364635.1	ASM436463v1	Halospina denitrificans	3096
GCF_014647155.1	ASM1464715v1	Halarchaeum nitratireducens	3279
GCF_018919175.1	ASM1891917v1	Clostridium simiarum	3493
GCF_029269725.1	ASM2926972v1	Pollutibacter soli	4949
GCF_003046475.1	ASM304647v1	Mycoplana dimorpha	4320
GCF_026344035.1	ASM2634403v1	Alcaligenes endophyticus	3304
GCF_001183985.1	ASM118398v1	Peribacillus loiseleuriae	5177
GCF_014650035.1	ASM1465003v1	Streptomyces lucensis JCM 4490	6991
GCF_024320865.1	ASM2432086v1	Mycolicibacterium arenosum	6614
GCF_014656435.1	ASM1465643v1	Thalassotalea marina	4389
GCF_005280585.1	ASM528058v1	Dyadobacter frigoris	7157
GCF_000952855.1	ASM95285v1	Aequorivita vladivostokensis	3090
GCF_014062345.1	ASM1406234v1	Tenacibaculum pelagium	2581
GCF_014705705.1	ASM1470570v1	Spongiibacter pelagi	3087
GCF_042659145.1	ASM4265914v1	Polaromonas aquatica	5454
GCF_001005305.1	ASM100530v1	Kordia zhangzhouensis	3570
GCF_003946605.1	ASM394660v1	Companilactobacillus baiquanensis	2201
GCF_004766045.1	ASM476604v1	Desulfosporosinus fructosivorans	5898
GCF_014836875.1	ASM1483687v1	Arthrobacter pullicola	3356
GCF_900089775.1	MspartinaeCECT8886_SPAdes_Prokka	Marinomonas spartinae	4389
GCF_017356035.1	ASM1735603v1	Longitalea luteola	5683
GCF_023806485.1	ASM2380648v1	Thermalbibacter longus	3316
GCF_900129235.1	IMG-taxon 2695420937 annotated assembly	Litoreibacter ascidiaceicola	3703
GCF_900129575.1	IMG-taxon 2695420957 annotated assembly	Flavobacterium segetis	2961
GCF_900184895.1	L.marina_CECT8899_Spades_Prokka	Flavimaricola marinus	4635
GCF_003148645.1	ASM314864v1	Xanthomarina spongicola	2950
GCF_008727925.1	ASM872792v1	Adhaeribacter soli	3963
GCF_001709345.1	ASM170934v1	Terasakiispira papahanaumokuakeensis	3514
GCF_028829235.1	ASM2882923v1	Tenacibaculum larymnensis	3393
GCF_023736155.1	ASM2373615v1	Larsenimonas salina	2949
GCF_039532545.1	ASM3953254v1	Actinomadura vinacea	9561
GCF_037860835.1	ASM3786083v1	Aquipuribacter nitratireducens	3636
GCF_001758465.1	ASM175846v1	Alteromonas lipolytica	4460
GCF_030813595.1	ASM3081359v1	Ancylobacter vacuolatus	4634
GCF_015767265.1	ASM1576726v1	Aureivirga marina	3536
GCF_014197145.1	ASM1419714v1	Gellertiella hungarica	4593
GCF_013166595.1	ASM1316659v1	Palleniella intestinalis	2868
GCF_014650355.1	ASM1465035v1	Streptomyces xanthochromogenes	7827
GCF_000797465.1	ASM79746v1	Psychroserpens jangbogonensis	3259
GCF_021228235.1	ASM2122823v1	Pseudophaeobacter flagellatus	4106
GCF_020966775.1	ASM2096677v1	Rhodopirellula halodulae	4855
GCF_008629675.1	ASM862967v1	Roseiconus nitratireducens	5819
GCF_003053845.1	ASM305384v1	Breoghania corrubedonensis	4721
GCF_021083185.1	ASM2108318v1	Nocardioides furvisabuli	3974
GCF_042646065.1	ASM4264606v1	Parapedobacter deserti	4274
GCF_900188205.1	IMG-taxon 2622736631 annotated assembly	Geodermatophilus saharensis	4718
GCF_025153485.1	ASM2515348v1	Chryseobacterium pyrolae	4254
GCF_042679525.1	ASM4267952v1	Rhodanobacter aciditrophus	3515
GCF_001750285.1	ASM175028v1	Domibacillus iocasae	3641
GCF_900114175.1	IMG-taxon 2690315618 annotated assembly	Candidatus Pantoea symbiotica	4836
GCF_009745985.1	ASM974598v1	Microbacterium karelineae	3666
GCF_014042355.1	ASM1404235v1	Rugamonas apoptosis	5532
GCF_005047595.1	ASM504759v1	Pontimicrobium aquaticum	3082
GCF_037860775.1	ASM3786077v1	Emticicia soli	4953
GCF_020164585.1	ASM2016458v1	Psychroflexus curvus	2740
GCF_030814955.1	ASM3081495v1	Planomicrobium stackebrandtii	3783
GCF_003351045.1	ASM335104v1	Gaiella occulta	3174
GCF_042684865.1	ASM4268486v1	Salibacterium lacus	3587
GCF_021228295.1	ASM2122829v1	Agromyces humatus	3758
GCF_902459735.1	LMG 20602	Pandoraea capi	5127
GCF_009832745.1	ASM983274v1	Polaribacter septentrionalilitoris	3011
GCF_039526725.1	ASM3952672v1	Pseudonocardia aurantiaca	7613
GCF_020447315.1	ASM2044731v1	Hymenobacter nitidus	4695
GCF_013839525.1	ASM1383952v1	Chthonobacter rhizosphaerae	4473
GCF_007279655.1	ASM727965v1	Robertkochia solimangrovi	3708
GCF_021728295.1	ASM2172829v1	Pseudomonas petrae	5205
GCF_003014535.1	ASM301453v1	Taibaiella chishuiensis	4905
GCF_030068605.1	ASM3006860v1	Xanthocytophaga agilis	8046
GCF_900108245.1	IMG-taxon 2622736433 annotated assembly	Bosea lathyri	5582
GCF_030056655.1	ASM3005665v1	Flectobacillus rivi	4983
GCF_024714495.1	ASM2471449v1	Marinoscillum pacificum	5376
GCF_005930355.1	ASM593035v1	Paenibacillus sinopodophylli	6230
GCF_003150675.1	ASM315067v1	Rhodohalobacter mucosus	3263
GCF_016741855.1	ASM1674185v1	Streptomyces musisoli	8248
GCF_039536825.1	ASM3953682v1	Sphingobacterium kyonggiense	3635
GCF_016722925.1	ASM1672292v1	Rhizobium setariae	5316
GCF_007671685.1	ASM767168v1	Halorubrum salsamenti	3657
GCF_010645075.1	ASM1064507v1	Flavobacterium limi	4558
GCF_037081675.1	ASM3708167v1	Halorubellus litoreus	4427
GCF_024436355.1	ASM2443635v1	Rufibacter sediminis	4514
GCF_900172295.1	P.litorisediminis_CECT8287_Spades_Prokka	Roseovarius litorisediminis	3937
GCF_043678055.1	ASM4367805v1	Spongiimicrobium salis	4746
GCF_003289925.1	ASM328992v1	Planococcus maitriensis	3158
GCF_017312485.1	ASM1731248v1	Clostridium zeae	5223
GCF_003114815.1	ASM311481v1	Leptospira ellinghausenii	3959
GCF_019429485.1	ASM1942948v1	Sphingomonas citri	4368
GCF_900115865.1	IMG-taxon 2684622851 annotated assembly	Donghicola eburneus	4319
GCF_900107015.1	IMG-taxon 2617270827 annotated assembly	Litoreibacter albidus	3575
GCF_037889935.1	ASM3788993v1	Variovorax ureilyticus	6995
GCF_009674665.1	ASM967466v1	Agromyces kandeliae	3581
GCF_039542285.1	ASM3954228v1	Erythrobacter westpacificensis	3543
GCF_003052585.1	ASM305258v1	Pseudomonas mangrovi	3830
GCF_006385705.1	ASM638570v1	Pontibacter mangrovi	4271
GCF_004785665.1	ASM478566v1	Staphylococcus pragensis	2467
GCF_026385475.1	ASM2638547v1	Bombella saccharophila	1798
GCF_003313465.1	ASM331346v1	Thermoflavimicrobium daqui	3624
GCF_000826525.2	Mobilicoccus massiliensis SIT2	Mobilicoccus massiliensis	3392
GCF_016908015.1	ASM1690801v1	Clostridium pascui	3828
GCF_900105645.1	IMG-taxon 2616644807 annotated assembly	Desulfobacula phenolica	4280
GCF_003710965.1	ASM371096v1	Brevibacillus nitrificans	6168
GCF_030412915.1	ASM3041291v1	Nocardioides abyssi	4216
GCF_029223485.1	ASM2922348v1	Streptomyces coacervatus	10177
GCF_003634275.1	ASM363427v1	Orbus hercynius	2164
GCF_007846085.1	ASM784608v1	Mucilaginibacter pallidiroseus	3883
GCF_002797575.1	ASM279757v1	Polynucleobacter brandtiae	2057
GCF_900112365.1	IMG-taxon 2622736583 annotated assembly	Spirosoma endophyticum	7436
GCF_042647985.1	ASM4264798v1	Acinetobacter pseudolwoffii	2935
GCF_000971255.1	ASM97125v1	Demequina rhizosphaerae	2900
GCF_017873335.1	ASM1787333v1	Thermococcus stetteri	2337
GCF_900142205.1	IMG-taxon 2616644810 annotated assembly	Reichenbachiella agariperforans	4006
GCF_016908415.1	ASM1690841v1	Caldicoprobacter guelmensis	2291
GCF_003206045.1	ASM320604v1	Salinicola lusitanus	3979
GCF_014268505.2	ASM1426850v2	Pseudomonas khorasanensis	5159
GCF_003148845.1	ASM314884v1	Mucilaginibacter oryzae	5089
GCF_900113955.1	IMG-taxon 2617270870 annotated assembly	Celeribacter neptunius	4288
GCF_009828065.1	ASM982806v1	Croceibacterium soli	2901
GCF_025950235.1	ASM2595023v1	Luteolibacter arcticus	5873
GCF_039749035.1	ASM3974903v1	Flavobacterium olei	4326
GCF_013328205.1	ASM1332820v1	Sphingomonas hominis	3477
GCF_001458375.1	Tr.naphthalenivorans_CECT7648_Spades_Prokka	Tropicibacter naphthalenivorans	4280
GCF_025195095.1	ASM2519509v1	Paracoccus maritimus	3867
GCF_028401765.1	ASM2840176v1	Streptomyces gilvifuscus	8963
GCF_030056595.1	ASM3005659v1	Flectobacillus roseus	5201
GCF_016757215.1	ASM1675721v1	Fulvivirga sediminis	4704
GCF_013403955.1	ASM1340395v1	Winogradskyella vidalii	3703
GCF_002262935.1	ASM226293v1	Lottiidibacillus patelloidae	3223
GCF_003208655.1	ASM320865v1	Pedobacter nutrimenti	4929
GCF_001592935.1	ASM159293v1	Roseivirga echinicomitans	3753
GCF_003148775.1	ASM314877v1	Roseicyclus mahoneyensis	3989
GCF_900107535.1	IMG-taxon 2693429882 annotated assembly	Pedobacter hartonius	4600
GCF_021404405.1	ASM2140440v1	Billgrantia aerodenitrificans	4682
GCF_004343195.1	ASM434319v1	Biostraticola tofi	3972
GCF_020165855.1	ASM2016585v1	Celeribacter litoreus	3559
GCF_014297355.1	ASM1429735v1	Blautia intestinalis	3370
GCF_900215725.1	PRJEB22476	Ezakiella peruensis	1624
GCF_900129445.1	IMG-taxon 2695420921 annotated assembly	Salegentibacter echinorum	3461
GCF_004122095.1	ASM412209v1	Pseudoxanthomonas composti	3741
GCF_017874075.1	ASM1787407v1	Cohnella thailandensis	6137
GCF_900289115.1	PRJEB23930	Janibacter massiliensis	2412
GCF_014288005.1	ASM1428800v1	Hungatella hominis	6540
GCF_014048465.1	ASM1404846v1	Bombella mellum	1895
GCF_003725415.1	YH-panp20	Absicoccus porci	2331
GCF_042666235.1	ASM4266623v1	Plastorhodobacter daqingensis	4061
GCF_023016805.1	ASM2301680v1	Ancylobacter crimeensis	3911
GCF_007830035.1	ASM783003v1	Luteimonas cucumeris	3308
GCF_024055715.1	ASM2405571v1	Actinoallomurus soli	8578
GCF_039534705.1	ASM3953470v1	Blastococcus jejuensis	4534
GCF_011043685.1	ASM1104368v1	Paenibacillus apii	5102
GCF_021738805.1	ASM2173880v1	Gordonia liuliyuniae	3842
GCF_034291875.1	ASM3429187v1	Bacteroides vicugnae	4579
GCF_014649015.1	ASM1464901v1	Streptomyces narbonensis	6898
GCF_003026395.1	ASM302639v1	Photobacterium iliopiscarium	3890
GCF_902158555.1	SB6411	Klebsiella spallanzanii	5932
GCF_025154015.1	ASM2515401v1	Tsuneonella litorea	2970
GCF_016765635.1	ASM1676563v1	Shewanella schlegeliana	4242
GCF_003574785.1	ASM357478v1	Taklimakanibacter deserti	7279
GCF_016735595.1	ASM1673559v1	Chryseolinea lacunae	6510
GCF_004745595.1	ASM474559v1	Flavobacterium humi	3146
GCF_018343665.1	ASM1834366v1	Cytobacillus citreus	5192
GCF_900114835.1	IMG-taxon 2642422540 annotated assembly	Methanolobus profundi	2972
GCF_003862475.1	ASM386247v1	Lachnoanaerobaculum gingivalis	2906
GCF_001708935.1	Meth_hal_C2_1.0	Methyloligella halotolerans	3169
